name,phone,address,gender,student_id,email
Jose Robinson,9016203828,"68549 Morgan Branch Suite 646, Phelpsmouth, MH 19840",male,jr362,jr362@upc.edu
Nicole Sanchez,9342801009,"36700 Amy Greens, South Kimberlyberg, WV 98080",female,ns899,ns899@upc.edu
Brandon Roberts,9341478223,"148 Pena Ranch, Joshuashire, NJ 35482",male,br477,br477@upc.edu
James Contreras,9714411139,"722 Lucas Ranch Suite 054, Woodstown, MN 33117",male,jc341,jc341@upc.edu
Andrea Cobb,9941699090,"733 Jackson Tunnel, New Heather, DE 35434",female,ac368,ac368@upc.edu
Danielle Smith,9197708646,"34502 Wilson Corners, Lake Scott, MS 46701",female,ds943,ds943@upc.edu
Misty Valentine,9688984210,"1858 Alvarez Trafficway Suite 020, Port Jonathan, WV 69680",female,mv450,mv450@upc.edu
Nicole Mays,9205564478,"136 Christopher Run, East Wendyfort, FL 99668",female,nm873,nm873@upc.edu
Maria Kelley,9397122829,"64453 Jasmine Throughway Apt. 257, Lake Bryceview, WY 54460",female,mk150,mk150@upc.edu
Anna Dawson,9426985502,"006 Barber Walks Suite 546, Morseton, MA 66724",female,ad911,ad911@upc.edu
Melissa Adams,9351320037,"328 Anderson Road, Myersland, SD 14316",female,ma550,ma550@upc.edu
Meagan Watkins,9510039471,"244 Sanders Junction Apt. 561, New Anthonystad, IA 33744",female,mw541,mw541@upc.edu
Heidi Davidson,9843038595,"4014 Alexander Trail Suite 833, Loweryland, NH 52183",female,hd653,hd653@upc.edu
Lisa Garza,9864118760,"88158 Ortiz Mills Apt. 010, East Ryan, TX 15665",female,lg616,lg616@upc.edu
Karen Harris,9252094842,"106 Michael Freeway Apt. 616, North Barbarashire, SD 54354",female,kh193,kh193@upc.edu
Angela Mills,9429283043,"3424 Taylor Creek Apt. 436, East Randyside, WV 91838",female,am233,am233@upc.edu
John King,9262063615,"Unit 2851 Box 9356, DPO AA 94716",male,jk190,jk190@upc.edu
Kristin Stephens,9261996511,"473 Benjamin Rapid, Katiebury, MD 20715",female,ks358,ks358@upc.edu
Marcus Johnson,9362341059,"35470 Albert Landing Apt. 558, Stanleyhaven, NJ 85752",male,mj135,mj135@upc.edu
Tammy Nguyen,9560036501,"172 Foster Court, West Richard, MN 87803",female,tn395,tn395@upc.edu
Eric Cooke,9389346035,"578 Mathew Bypass Apt. 124, Kelseyberg, MS 60175",male,ec165,ec165@upc.edu
Donna Rogers,9073368680,"005 Johnson Courts Suite 250, Lake Anne, IN 22782",female,dr121,dr121@upc.edu
Tyler Warner,9233631933,"50620 Luis Forks, Thompsonshire, AZ 92109",male,tw803,tw803@upc.edu
Melanie Walker,9709597649,"88130 Woods Crossroad, South Parker, MA 42890",female,mw668,mw668@upc.edu
Jeremy Willis,9272943549,"86697 Joseph Street Suite 994, Amyton, MA 05879",male,jw804,jw804@upc.edu
Patricia Hutchinson,9611329512,"4341 Daniel Vista Apt. 138, Amyview, VI 01852",female,ph341,ph341@upc.edu
Aaron Morrow,9308019069,"204 Williams Isle, North Sandra, VI 86662",male,am516,am516@upc.edu
Danielle Weber,9218930666,"425 Christina Shoals, South Daniellemouth, FM 17634",female,dw635,dw635@upc.edu
Gina Romero,9798579134,"67528 Gregory Mission Apt. 446, Jeffreyhaven, MO 49076",female,gr205,gr205@upc.edu
Melissa Wells,9816046512,"5783 Sherri Summit, East Billymouth, NV 68442",female,mw133,mw133@upc.edu
Melissa Montes,9162806137,"1517 William Manor, Owensland, MA 39625",female,mm295,mm295@upc.edu
Michael Harvey,9704735146,"PSC 3224, Box 5619, APO AA 77921",male,mh590,mh590@upc.edu
Morgan Smith,9815337177,"7468 Reynolds Mall Apt. 404, Port Shane, MI 15362",male,ms931,ms931@upc.edu
James Garcia,9039404542,"06820 Ariana Shore, Kristenmouth, PR 25110",male,jg170,jg170@upc.edu
Nicole Wilson,9462569278,"801 Patricia Stravenue Suite 163, Port Brandonstad, DE 60054",female,nw500,nw500@upc.edu
Jo Patterson,9336548623,"93211 Morgan Plain Suite 287, Jeffersonport, PR 47507",female,jp933,jp933@upc.edu
Cynthia Miller,9999838373,"3307 Howe Fork Suite 549, Nathanielburgh, UT 27094",female,cm160,cm160@upc.edu
Clarence Davis,9508527273,"1448 Richard Highway Apt. 042, Shannonmouth, RI 85194",male,cd925,cd925@upc.edu
Juan Mendoza,9536035156,"016 Phyllis Locks Suite 640, Gallowaystad, WI 52062",male,jm609,jm609@upc.edu
Kevin Mccoy,9315089557,"93493 Smith Summit Suite 513, East Elaine, TN 10923",male,km110,km110@upc.edu
Kimberly Stevens,9045987789,"750 Michelle Shoals Apt. 034, North Martin, KY 41755",female,ks225,ks225@upc.edu
Daniel Hart,9422289030,"Unit 2320 Box 1878, DPO AP 09323",male,dh338,dh338@upc.edu
Michelle Hart,9797474566,"06155 Hendrix Lodge Apt. 988, Port Jay, CA 32954",female,mh790,mh790@upc.edu
Daniel Wilson,9846779969,"29844 Johnson Crescent, East Danielton, UT 15771",male,dw870,dw870@upc.edu
Emma Bishop,9274539088,"974 Rodriguez Points Apt. 659, North Margaretview, AR 96678",female,eb151,eb151@upc.edu
James White,9922811608,"046 Stephanie Ports, Port Cody, PW 40492",male,jw883,jw883@upc.edu
Nicole Taylor,9385352494,"722 Jeffrey Via Suite 749, Timothystad, MI 60262",female,nt814,nt814@upc.edu
Margaret Barnes,9189602467,"206 Mcdowell Loop Suite 964, Troyland, NM 49893",female,mb975,mb975@upc.edu
Andrea Hale,9160757560,"78197 Denise Mountain, Nicholasport, NH 31533",female,ah301,ah301@upc.edu
Gregory Rodriguez,9421018091,"24119 Larsen Circle Suite 029, Port Veronica, MH 36539",male,gr846,gr846@upc.edu
Randy Rodriguez,9700166635,"623 Tyler Mills, South Jason, MP 89352",male,rr759,rr759@upc.edu
Michael Higgins,9065743222,"80642 Miller Pike, North Stephenport, MI 84264",male,mh181,mh181@upc.edu
Dana Moore,9191579435,"85589 Kelly Mountain, Myerschester, GA 44344",female,dm622,dm622@upc.edu
Steven Sampson,9945288670,"2134 Wendy Ford, Alexanderborough, IN 42262",male,ss891,ss891@upc.edu
Rachel Marquez,9038924972,"94260 Deborah Stream, Terrimouth, AK 75176",female,rm390,rm390@upc.edu
Veronica Cole,9452655680,"4120 Brooks Fort, East Stephanie, IL 11087",female,vc359,vc359@upc.edu
Angela Kaiser,9429055058,"1597 Latoya Station, West Annashire, NC 38387",female,ak531,ak531@upc.edu
Terri Sanchez,9905753686,"USCGC Bonilla, FPO AE 29974",female,ts897,ts897@upc.edu
Sherri Roberts,9127188015,"9851 James Lane, Zimmermanville, AR 68050",female,sr538,sr538@upc.edu
Richard Miller,9449409598,"89087 Houston Mount Apt. 003, Cantuchester, NJ 44069",male,rm876,rm876@upc.edu
Joseph Tucker,9287461151,"7107 Brian Wall, Nguyenside, FL 01187",male,jt818,jt818@upc.edu
April Mason,9771672244,"42523 Tran Shoal, East James, PA 20849",female,am931,am931@upc.edu
Patricia Walters,9164142739,"8919 Pham Tunnel Suite 213, Joshuastad, OH 11689",female,pw639,pw639@upc.edu
Derrick Petty,9935087903,"USNV Phillips, FPO AP 10335",male,dp874,dp874@upc.edu
Christopher Knight,9032728225,"3236 Jason Road Apt. 725, North Courtney, MT 24060",male,ck865,ck865@upc.edu
Matthew Bishop,9902866389,"33503 Norton Ramp Suite 869, New Amanda, WV 34213",male,mb897,mb897@upc.edu
Cameron Delacruz,9488774741,"80426 Reed Corner, West Patrickstad, OR 78746",male,cd903,cd903@upc.edu
Jennifer Jones,9119568340,"0818 Eaton River Apt. 467, Port Angela, KS 18669",female,jj816,jj816@upc.edu
Bradley Bennett,9443163625,"4721 Morris Harbors Suite 546, Williamschester, AR 20288",male,bb142,bb142@upc.edu
Hannah Perkins,9140194943,"52449 Kelly Lakes Apt. 733, Irwinstad, MN 16983",female,hp917,hp917@upc.edu
Stephanie Warren,9934940289,"USCGC Harrison, FPO AA 39244",female,sw966,sw966@upc.edu
Austin Ryan,9175547332,"83029 Taylor Mission Suite 901, Paulborough, MD 77257",male,ar808,ar808@upc.edu
Teresa Tucker,9596700441,"019 Miles Burg, Goldenview, IN 98865",female,tt881,tt881@upc.edu
Lisa Herring,9410648523,"8846 Perkins Harbors, North Cory, FL 55676",female,lh222,lh222@upc.edu
Jamie Pham,9121009991,"USCGC Johnson, FPO AA 21943",female,jp116,jp116@upc.edu
Kenneth Moss,9003073910,"6733 Melinda Gateway Suite 731, Victoriaberg, LA 27133",male,km449,km449@upc.edu
Cindy Fuller,9143920346,"021 Brown Extension, West Erin, FM 04334",female,cf497,cf497@upc.edu
Tyler Bridges,9537570519,"2634 Robinson Mission Apt. 337, East Feliciaville, UT 75357",male,tb511,tb511@upc.edu
Devin Sawyer,9017605182,"04839 Todd Viaduct, Grossmouth, AZ 56246",male,ds832,ds832@upc.edu
Allison Lambert,9942506221,"6841 Michelle Wells, Port Coleside, IL 76667",female,al941,al941@upc.edu
Matthew Suarez,9074303638,"5234 Juarez Drives Suite 608, Thomasview, MT 62405",male,ms576,ms576@upc.edu
Amber Walker,9929472036,"142 Heather Views, Tinaland, MS 14938",female,aw210,aw210@upc.edu
Scott Mcfarland,9003849393,"5010 Anna Pines, Richardsonberg, SC 32618",male,sm438,sm438@upc.edu
Isabel Morgan,9473709472,"3819 Trevor Row Apt. 113, Oconnormouth, AR 30844",female,im261,im261@upc.edu
Thomas Roach,9727971859,"29111 Adkins Station, Ronaldview, VI 24793",male,tr996,tr996@upc.edu
Madison Harris,9808410661,"4541 Gilmore Coves Apt. 745, North Patriciaville, MH 49197",female,mh594,mh594@upc.edu
William Bell,9554186974,"USS Williams, FPO AP 82135",male,wb570,wb570@upc.edu
William Arnold,9463792916,"USNV Wang, FPO AP 28533",male,wa108,wa108@upc.edu
Nancy Hughes,9050152130,"80412 Foster Hill, East David, WY 50928",female,nh538,nh538@upc.edu
Kayla Smith,9035859238,"199 Patrick View Apt. 122, New Charles, SC 95573",female,ks543,ks543@upc.edu
Benjamin Cooper,9853326026,"099 Michael Key, Lindafurt, SD 52732",male,bc867,bc867@upc.edu
Kimberly Chapman,9910759650,"0298 Velez Trace Suite 957, Jamietown, NY 79139",female,kc621,kc621@upc.edu
Kimberly Rice,9425172214,"60680 Moore Inlet, Whitefort, HI 73707",female,kr894,kr894@upc.edu
Sergio Cruz,9739735583,"197 Guzman Drive, Berryland, FL 31297",male,sc933,sc933@upc.edu
Erika Duarte,9589525927,"103 Harris Square, Pamelamouth, ME 14062",female,ed330,ed330@upc.edu
Joanna Gardner,9240733676,"015 Johnson Mews, Lake Christopher, VA 74867",female,jg397,jg397@upc.edu
Steven Thompson,9320010579,"436 Kimberly Rue, Davidborough, NJ 73967",male,st949,st949@upc.edu
Cory Sutton,9042806562,"265 Smith Corners, New Craigmouth, WY 39210",male,cs490,cs490@upc.edu
Laura Martin,9419625802,"66724 Joel Ferry Suite 411, Hunterstad, OH 45831",female,lm368,lm368@upc.edu
Michael Howard,9215105717,"551 Tiffany Bridge, Lisaland, NY 48826",male,mh855,mh855@upc.edu
Brenda Mcconnell,9106485238,"26114 Swanson Ports Suite 106, Martinland, MT 40246",female,bm894,bm894@upc.edu
Rebecca Hernandez,9994708761,"82708 Delgado Vista, Port Tamarashire, NE 76975",female,rh737,rh737@upc.edu
Renee Frost,9190323880,"6530 Perkins Mission, East Sean, SC 16330",female,rf381,rf381@upc.edu
Noah Evans,9131722040,"5306 Stacey Road Apt. 708, Zacharyburgh, NC 45200",male,ne619,ne619@upc.edu
Stephanie Hansen,9347037199,"796 Moore Village, Lake Trevorfort, IA 10626",female,sh666,sh666@upc.edu
John Neal,9978873941,"946 Gonzalez Ford Apt. 513, Mirandafurt, OR 52328",male,jn154,jn154@upc.edu
Dustin Mccullough,9512999627,"92202 Kendra Extensions, West Nicholas, DE 90968",male,dm672,dm672@upc.edu
Christine May,9157720781,"139 Clark Crest, Collinberg, NY 65602",female,cm986,cm986@upc.edu
Rebecca Green,9205288704,"Unit 6408 Box 8003, DPO AP 41106",female,rg822,rg822@upc.edu
Maria Lee,9037349139,"Unit 4774 Box 8951, DPO AE 94898",female,ml585,ml585@upc.edu
Catherine Jimenez,9849450398,"760 Daugherty Lake Suite 608, Port Mollyland, NH 28862",female,cj323,cj323@upc.edu
Amy Lopez,9717493549,"1619 Joel Shores, Ryanview, NC 51183",female,al923,al923@upc.edu
Angelica Copeland,9326590714,"13603 Holly Village Suite 079, West Jonathanbury, MS 17940",female,ac530,ac530@upc.edu
Kelly Cruz,9900383001,"8949 Jonathan Oval Apt. 756, North Amandaton, PR 37252",female,kc682,kc682@upc.edu
Brittany Patton,9097487535,"PSC 5580, Box 7022, APO AP 78700",female,bp537,bp537@upc.edu
Phillip Smith,9079837430,"673 Bentley Corners Suite 233, Campbellport, AR 66208",male,ps988,ps988@upc.edu
Anna Martinez,9550193513,"523 Figueroa Spur, Gilbertmouth, FM 25007",female,am698,am698@upc.edu
Taylor Nguyen,9235538512,"3259 Walker Ferry, Gonzalesview, KY 44661",male,tn389,tn389@upc.edu
Brett Greer,9158753836,"075 Conner Islands, Jamesshire, FL 15320",male,bg115,bg115@upc.edu
Michelle Smith,9278627380,"5117 Nicholas Knolls, Ramirezmouth, GA 53628",female,ms744,ms744@upc.edu
Gail Greer,9190156478,"984 Anita Ferry Suite 853, Weaverhaven, NE 60126",female,gg145,gg145@upc.edu
Antonio Patton,9376511259,"298 Andrew Green Suite 574, Loganfort, OK 80281",male,ap912,ap912@upc.edu
Jeff Harrison,9063754033,"92617 Jennifer Heights Suite 025, Lake Charlotte, AZ 36575",male,jh109,jh109@upc.edu
Lauren Rodriguez,9327996335,"11893 Angelica Fork, West Tony, TN 29227",female,lr964,lr964@upc.edu
Brenda Garner,9712892533,"34821 Hernandez Mill, Allenberg, WY 63968",female,bg885,bg885@upc.edu
Christopher Lewis,9850435312,"787 Marissa Wall Apt. 675, Carolynport, DE 29944",male,cl595,cl595@upc.edu
Stephanie Cook,9724180031,"418 Amber Curve, Port Roger, RI 42822",female,sc581,sc581@upc.edu
Chase Dunn,9634174158,"483 Bradford Rapid, Susanmouth, WI 85939",male,cd289,cd289@upc.edu
James Myers,9912389617,"07321 Douglas Rue, Hughesburgh, AZ 52284",male,jm388,jm388@upc.edu
Randy Scott,9846760454,"783 Mark Avenue Suite 731, Lake Vanessaside, CO 37819",male,rs784,rs784@upc.edu
Benjamin Flores,9846516094,"99770 Austin Mountain, Wolfechester, PA 94243",male,bf836,bf836@upc.edu
Scott Avery,9306250081,"USNS Sandoval, FPO AA 02076",male,sa259,sa259@upc.edu
Laura Maddox,9179478650,"6730 Kimberly Rue Apt. 933, Lake Rodneyborough, NC 44137",female,lm289,lm289@upc.edu
Breanna Lewis,9858216132,"42333 Courtney Way, Aprilshire, NC 22525",female,bl994,bl994@upc.edu
Gregory Parrish,9888989183,"264 Harris Orchard, Emilyville, KS 72941",male,gp278,gp278@upc.edu
Kayla Brown,9075933097,"12481 Cole Dam, East Elizabeth, PW 02367",female,kb709,kb709@upc.edu
Katie Ford,9598731054,"70140 Scott Island, East Christophermouth, DE 75927",female,kf436,kf436@upc.edu
Amber Garcia,9649894733,"116 Derek Course, East Mark, CA 20047",female,ag462,ag462@upc.edu
Deborah Shields,9988364269,"213 Sarah Fort, Palmerton, FM 76220",female,ds564,ds564@upc.edu
Bradley Perez,9649156894,"0180 Jill Fort, New Thomas, UT 29566",male,bp924,bp924@upc.edu
Cynthia Morris,9354642239,"010 Annette Ways, East Jessicabury, VI 78994",female,cm758,cm758@upc.edu
Kimberly George,9378443625,"3915 Janet Ways Suite 078, Bryanchester, MA 05500",female,kg128,kg128@upc.edu
Stacey Johnson,9183719926,"2824 Diane Divide Suite 427, Meganshire, CT 12009",female,sj994,sj994@upc.edu
Jennifer Alvarado,9430871313,"49281 Allen Motorway, Ryanborough, MT 76921",female,ja421,ja421@upc.edu
Jodi Fuentes,9214872302,"5066 Traci Mountains Suite 197, East Darrellville, GA 81008",female,jf914,jf914@upc.edu
Rickey Martin,9138213913,"7545 Harmon Rapids, North Mary, ID 97461",male,rm259,rm259@upc.edu
Susan Porter,9263901841,"275 Cobb Course Suite 664, Kristinaborough, DC 35491",female,sp899,sp899@upc.edu
Heather Moody,9042596259,"PSC 0967, Box 4905, APO AA 76442",female,hm441,hm441@upc.edu
Bradley Harris,9683259057,"71967 Teresa River, North Tracyfort, OH 93695",male,bh387,bh387@upc.edu
Luis Butler,9713536296,"13637 Erickson Points Suite 743, West Amanda, MP 86144",male,lb334,lb334@upc.edu
Tiffany Cruz,9572763319,"837 Patricia Estate Suite 725, East Benjamin, NM 21990",female,tc211,tc211@upc.edu
Joshua Gibson,9837286037,"60945 Heidi Path Apt. 730, Carpentermouth, AK 99815",male,jg670,jg670@upc.edu
Carla Owens,9391175450,"605 Compton Spring Suite 972, South Laurie, VA 39616",female,co258,co258@upc.edu
Steven Adams,9985868488,"1357 Allen Roads Apt. 864, West Sherry, TN 09892",male,sa436,sa436@upc.edu
Katrina Wood,9946854565,"710 Martinez Falls Suite 957, Port David, ID 12697",female,kw390,kw390@upc.edu
Timothy Mejia,9530771711,"961 Regina Keys Apt. 137, Port Shaunchester, MD 30747",male,tm289,tm289@upc.edu
Carla Davis,9160632436,"2298 Colton Manor, Kaylaville, SC 54551",female,cd630,cd630@upc.edu
Carmen Franklin,9720311654,"0382 Troy Fords Apt. 913, Martinchester, KY 90089",female,cf369,cf369@upc.edu
Jennifer Scott,9590827894,"9888 Catherine Mews, Johnsonside, MD 51904",female,js983,js983@upc.edu
Amanda Hill,9066263693,"21020 Sharon Expressway Suite 671, Port Anthony, MO 40085",female,ah509,ah509@upc.edu
Claudia Wheeler,9386279660,"655 Michael Summit, Josephstad, CO 23184",female,cw797,cw797@upc.edu
Jeff Romero,9134342822,"12032 Chandler Garden Suite 842, Curtischester, GU 35275",male,jr277,jr277@upc.edu
Ashley Martin,9701024564,"3500 Joshua Stream, South Helen, VA 20186",female,am816,am816@upc.edu
Matthew Hall,9667237466,"06151 Crawford Valleys, Nathanielstad, GU 62275",male,mh420,mh420@upc.edu
Andrew Martin,9487289711,"8877 Santos Shores Apt. 491, Andersonland, MA 11585",male,am324,am324@upc.edu
Vincent Cardenas,9444931597,"Unit 8330 Box 7862, DPO AA 38207",male,vc560,vc560@upc.edu
Karen Palmer,9940651559,"443 Dakota Rapid, East Ashley, MT 34688",female,kp583,kp583@upc.edu
Chelsea Johnson,9953951432,"Unit 0204 Box 9951, DPO AA 80287",female,cj680,cj680@upc.edu
Adam Henry,9516905020,"003 Phillips Ridge, South Brianashire, MS 20907",male,ah845,ah845@upc.edu
Robin Peterson,9495871713,"20375 Charles Mountains Apt. 802, Karenhaven, ME 40865",male,rp456,rp456@upc.edu
Isabel Collins,9523993850,"204 Heidi Crossroad, New Melanie, NE 82906",female,ic969,ic969@upc.edu
Michael Hunter,9576077057,"16951 Katherine Light, West Rachelview, OK 61105",male,mh494,mh494@upc.edu
Michael Lopez,9825242197,"008 Hamilton Shoal Apt. 634, Nancyside, LA 73786",male,ml516,ml516@upc.edu
James Johnson,9555814859,"1904 Cynthia Place, Maxwellside, OK 81255",male,jj722,jj722@upc.edu
Paul Hicks,9617218072,"334 Bailey Extension Suite 614, Markchester, NV 81009",male,ph255,ph255@upc.edu
Cory Swanson,9150072496,"677 Powers Spurs, Denniston, NC 32631",male,cs656,cs656@upc.edu
Lindsey Chambers,9616396017,"6079 Cox Ways Apt. 141, New Michelle, FL 67481",female,lc370,lc370@upc.edu
Cory Cain,9352363331,"61356 Chen Locks, New Michael, AK 43271",male,cc290,cc290@upc.edu
William Lane,9345566842,"0104 Brian Mills, North Anthonybury, VI 79890",male,wl668,wl668@upc.edu
Katherine Gonzalez,9538839252,"0652 Louis Shores, Port Tashaberg, PR 03465",female,kg718,kg718@upc.edu
Patrick Moreno,9189894099,"USS Day, FPO AA 55781",male,pm112,pm112@upc.edu
Jaime Vincent,9500276267,"2331 Brady Shoals Apt. 065, Clarkhaven, FL 44855",male,jv598,jv598@upc.edu
Jimmy Baker,9857734674,"415 Griffin Shores Suite 583, Port Allison, ND 46256",male,jb718,jb718@upc.edu
Holly Pena,9155008688,"5855 Hansen Terrace Apt. 420, East Kelseyborough, UT 06447",female,hp791,hp791@upc.edu
Erica Wood,9986725851,"49750 Warren Valley, Marchaven, FL 68321",female,ew686,ew686@upc.edu
Michael Hamilton,9358725887,"0498 Stephen Lakes Suite 298, East Chad, MS 39958",male,mh907,mh907@upc.edu
Christopher Moreno,9846177800,"PSC 4517, Box 6789, APO AE 29188",male,cm169,cm169@upc.edu
Danielle Hickman,9385518692,"326 Copeland Corner, Joshuaside, NJ 27772",female,dh515,dh515@upc.edu
Mackenzie Williams,9629409980,"65624 Young Tunnel Apt. 041, Frederickfurt, AZ 76644",female,mw620,mw620@upc.edu
Linda Campbell,9654284515,"Unit 0549 Box 5288, DPO AA 24355",female,lc757,lc757@upc.edu
Megan Herrera,9474480109,"123 Dorothy Shoal, Johnsonmouth, VI 24174",female,mh223,mh223@upc.edu
Christian Flores,9757518335,"62766 Austin Wells Apt. 780, Maryton, IA 39290",male,cf542,cf542@upc.edu
Robert Williams,9245419882,"123 Albert Course Apt. 557, West Roger, SD 25612",male,rw793,rw793@upc.edu
Amber Weeks,9115990055,"367 Bradley Ramp Suite 280, Joshuastad, OK 38374",female,aw617,aw617@upc.edu
Joshua Nichols,9128012107,"3815 Stephens Shoal, Riceborough, NH 50447",male,jn801,jn801@upc.edu
Andrew Stewart,9607646662,"83299 Kimberly Walks, Lake Eric, DC 69772",male,as666,as666@upc.edu
Jermaine Keller,9509640228,"604 Christopher Estate, Lake April, VI 57043",male,jk912,jk912@upc.edu
Rachel Price,9943016733,"6044 Chelsea Ridge, West Thomasshire, ME 53016",female,rp850,rp850@upc.edu
Brandon Saunders,9280129805,"02078 Levine Fork, Hansenborough, UT 88130",male,bs104,bs104@upc.edu
Darren Wong,9542419655,"620 Victoria River, Adamston, ID 33213",male,dw932,dw932@upc.edu
Wesley Krueger,9736553783,"48575 Toni Gardens Apt. 843, Melissashire, GA 96698",male,wk994,wk994@upc.edu
Nathan Bowers,9889297194,"230 Davis Turnpike, West Edward, SC 55229",male,nb804,nb804@upc.edu
Valerie Nelson,9428554308,"22685 Timothy Burg, South Cheryl, WY 98648",female,vn968,vn968@upc.edu
Caroline Cole,9802581209,"7226 Alexander Shoals Suite 692, West Mary, SC 73801",female,cc167,cc167@upc.edu
Jose Chang,9076807894,"369 Beck Mountain, New Paul, AR 40804",male,jc801,jc801@upc.edu
